"REF_DATE","GEO","DGUID","Supply and disposition","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-09","Canada","2016A000011124","Beginning stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885549","1.1.1","100299","","","","0"
"2020-09","Canada","2016A000011124","Beginning stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885560","1.1.2","94400","","","","0"
"2020-09","Canada","2016A000011124","Beginning stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885565","1.1.3","998","","","","0"
"2020-09","Canada","2016A000011124","Beginning stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885570","1.1.4","4901","","","","0"
"2020-09","Canada","2016A000011124","Beginning stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885575","1.1.5","30810","","","","0"
"2020-09","Canada","2016A000011124","Beginning stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885580","1.1.6","20127","","","","0"
"2020-09","Canada","2016A000011124","Beginning stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885585","1.1.7","10683","","","","0"
"2020-09","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885590","1.1.8","20565","","","","0"
"2020-09","Canada","2016A000011124","Beginning stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885596","1.1.9","12385","","","","0"
"2020-09","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885554","1.1.10","8180","","","","0"
"2020-09","Canada","2016A000011124","Receipts","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885550","1.2.1","413345","","","","0"
"2020-09","Canada","2016A000011124","Receipts","Cereal grains, total","Metric tonnes","214","units","0","v1277885561","1.2.2","375891","","","","0"
"2020-09","Canada","2016A000011124","Receipts","Vegetable oils, total","Metric tonnes","214","units","0","v1277885566","1.2.3","26390","","","","0"
"2020-09","Canada","2016A000011124","Receipts","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885571","1.2.4","11064","","","","0"
"2020-09","Canada","2016A000011124","Receipts","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885591","1.2.8","","..","","","0"
"2020-09","Canada","2016A000011124","Receipts","Distillers grains, total","Metric tonnes","214","units","0","v1277885597","1.2.9","","..","","","0"
"2020-09","Canada","2016A000011124","Receipts","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885555","1.2.10","","..","","","0"
"2020-09","Canada","2016A000011124","Inputs","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885551","1.3.1","401472","","","","0"
"2020-09","Canada","2016A000011124","Inputs","Cereal grains, total","Metric tonnes","214","units","0","v1277885562","1.3.2","363858","","","","0"
"2020-09","Canada","2016A000011124","Inputs","Vegetable oils, total","Metric tonnes","214","units","0","v1277885567","1.3.3","26715","","","","0"
"2020-09","Canada","2016A000011124","Inputs","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885572","1.3.4","10899","","","","0"
"2020-09","Canada","2016A000011124","Production","Renewable fuels, total","Cubic metres","72","units","0","v1277885576","1.4.5","170448","","","","0"
"2020-09","Canada","2016A000011124","Production","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885581","1.4.6","134745","","","","0"
"2020-09","Canada","2016A000011124","Production","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885586","1.4.7","35703","","","","0"
"2020-09","Canada","2016A000011124","Production","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885592","1.4.8","148936","","","","0"
"2020-09","Canada","2016A000011124","Production","Distillers grains, total","Metric tonnes","214","units","0","v1277885598","1.4.9","114229","","","","0"
"2020-09","Canada","2016A000011124","Production","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885556","1.4.10","34707","","","","0"
"2020-09","Canada","2016A000011124","Shipments","Renewable fuels, total","Cubic metres","72","units","0","v1277885577","1.5.5","173784","","","","0"
"2020-09","Canada","2016A000011124","Shipments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885582","1.5.6","137427","","","","0"
"2020-09","Canada","2016A000011124","Shipments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885587","1.5.7","36357","","","","0"
"2020-09","Canada","2016A000011124","Shipments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885593","1.5.8","158287","","","","0"
"2020-09","Canada","2016A000011124","Shipments","Distillers grains, total","Metric tonnes","214","units","0","v1277885599","1.5.9","120403","","","","0"
"2020-09","Canada","2016A000011124","Shipments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885557","1.5.10","37884","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885552","1.6.1","1429","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Cereal grains, total","Metric tonnes","214","units","0","v1277885563","1.6.2","588","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Vegetable oils, total","Metric tonnes","214","units","0","v1277885568","1.6.3","0","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885573","1.6.4","841","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Renewable fuels, total","Cubic metres","72","units","0","v1277885578","1.6.5","2117","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885583","1.6.6","354","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885588","1.6.7","1763","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885594","1.6.8","-2120","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Distillers grains, total","Metric tonnes","214","units","0","v1277885600","1.6.9","-1795","","","","0"
"2020-09","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885558","1.6.10","-325","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885553","1.7.1","110860","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885564","1.7.2","105845","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885569","1.7.3","673","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885574","1.7.4","4342","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885579","1.7.5","27441","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885584","1.7.6","17134","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885589","1.7.7","10307","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885595","1.7.8","15534","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885601","1.7.9","8006","","","","0"
"2020-09","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885559","1.7.10","7528","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885549","1.1.1","110860","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885560","1.1.2","105845","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885565","1.1.3","673","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885570","1.1.4","4342","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885575","1.1.5","27441","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885580","1.1.6","17134","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885585","1.1.7","10307","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885590","1.1.8","15534","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885596","1.1.9","8006","","","","0"
"2020-10","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885554","1.1.10","7528","","","","0"
"2020-10","Canada","2016A000011124","Receipts","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885550","1.2.1","358889","","","","0"
"2020-10","Canada","2016A000011124","Receipts","Cereal grains, total","Metric tonnes","214","units","0","v1277885561","1.2.2","321127","","","","0"
"2020-10","Canada","2016A000011124","Receipts","Vegetable oils, total","Metric tonnes","214","units","0","v1277885566","1.2.3","26908","","","","0"
"2020-10","Canada","2016A000011124","Receipts","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885571","1.2.4","10854","","","","0"
"2020-10","Canada","2016A000011124","Receipts","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885591","1.2.8","","..","","","0"
"2020-10","Canada","2016A000011124","Receipts","Distillers grains, total","Metric tonnes","214","units","0","v1277885597","1.2.9","","..","","","0"
"2020-10","Canada","2016A000011124","Receipts","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885555","1.2.10","","..","","","0"
"2020-10","Canada","2016A000011124","Inputs","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885551","1.3.1","387028","","","","0"
"2020-10","Canada","2016A000011124","Inputs","Cereal grains, total","Metric tonnes","214","units","0","v1277885562","1.3.2","349530","","","","0"
"2020-10","Canada","2016A000011124","Inputs","Vegetable oils, total","Metric tonnes","214","units","0","v1277885567","1.3.3","26569","","","","0"
"2020-10","Canada","2016A000011124","Inputs","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885572","1.3.4","10929","","","","0"
"2020-10","Canada","2016A000011124","Production","Renewable fuels, total","Cubic metres","72","units","0","v1277885576","1.4.5","176267","","","","0"
"2020-10","Canada","2016A000011124","Production","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885581","1.4.6","139203","","","","0"
"2020-10","Canada","2016A000011124","Production","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885586","1.4.7","37064","","","","0"
"2020-10","Canada","2016A000011124","Production","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885592","1.4.8","142908","","","","0"
"2020-10","Canada","2016A000011124","Production","Distillers grains, total","Metric tonnes","214","units","0","v1277885598","1.4.9","115867","","","","0"
"2020-10","Canada","2016A000011124","Production","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885556","1.4.10","27041","","","","0"
"2020-10","Canada","2016A000011124","Shipments","Renewable fuels, total","Cubic metres","72","units","0","v1277885577","1.5.5","177884","","","","0"
"2020-10","Canada","2016A000011124","Shipments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885582","1.5.6","138374","","","","0"
"2020-10","Canada","2016A000011124","Shipments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885587","1.5.7","39510","","","","0"
"2020-10","Canada","2016A000011124","Shipments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885593","1.5.8","143973","","","","0"
"2020-10","Canada","2016A000011124","Shipments","Distillers grains, total","Metric tonnes","214","units","0","v1277885599","1.5.9","114676","","","","0"
"2020-10","Canada","2016A000011124","Shipments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885557","1.5.10","29297","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885552","1.6.1","-162","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Cereal grains, total","Metric tonnes","214","units","0","v1277885563","1.6.2","-1046","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Vegetable oils, total","Metric tonnes","214","units","0","v1277885568","1.6.3","0","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885573","1.6.4","884","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Renewable fuels, total","Cubic metres","72","units","0","v1277885578","1.6.5","356","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885583","1.6.6","283","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885588","1.6.7","73","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885594","1.6.8","2103","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Distillers grains, total","Metric tonnes","214","units","0","v1277885600","1.6.9","2298","","","","0"
"2020-10","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885558","1.6.10","-195","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885553","1.7.1","83077","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885564","1.7.2","78488","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885569","1.7.3","1012","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885574","1.7.4","3577","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885579","1.7.5","26043","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885584","1.7.6","17714","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885589","1.7.7","8329","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885595","1.7.8","14345","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885601","1.7.9","6899","","","","0"
"2020-10","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885559","1.7.10","7446","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885549","1.1.1","83871","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885560","1.1.2","78546","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885565","1.1.3","1012","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885570","1.1.4","4313","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885575","1.1.5","25990","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885580","1.1.6","17714","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885585","1.1.7","8276","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885590","1.1.8","14345","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885596","1.1.9","6899","","","","0"
"2020-11","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885554","1.1.10","7446","","","","0"
"2020-11","Canada","2016A000011124","Receipts","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885550","1.2.1","457887","","","","0"
"2020-11","Canada","2016A000011124","Receipts","Cereal grains, total","Metric tonnes","214","units","0","v1277885561","1.2.2","415109","","","","0"
"2020-11","Canada","2016A000011124","Receipts","Vegetable oils, total","Metric tonnes","214","units","0","v1277885566","1.2.3","29732","","","","0"
"2020-11","Canada","2016A000011124","Receipts","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885571","1.2.4","13046","","","","0"
"2020-11","Canada","2016A000011124","Receipts","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885591","1.2.8","","..","","","0"
"2020-11","Canada","2016A000011124","Receipts","Distillers grains, total","Metric tonnes","214","units","0","v1277885597","1.2.9","","..","","","0"
"2020-11","Canada","2016A000011124","Receipts","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885555","1.2.10","","..","","","0"
"2020-11","Canada","2016A000011124","Inputs","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885551","1.3.1","450022","","","","0"
"2020-11","Canada","2016A000011124","Inputs","Cereal grains, total","Metric tonnes","214","units","0","v1277885562","1.3.2","407327","","","","0"
"2020-11","Canada","2016A000011124","Inputs","Vegetable oils, total","Metric tonnes","214","units","0","v1277885567","1.3.3","30094","","","","0"
"2020-11","Canada","2016A000011124","Inputs","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885572","1.3.4","12601","","","","0"
"2020-11","Canada","2016A000011124","Production","Renewable fuels, total","Cubic metres","72","units","0","v1277885576","1.4.5","199116","","","","0"
"2020-11","Canada","2016A000011124","Production","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885581","1.4.6","155234","","","","0"
"2020-11","Canada","2016A000011124","Production","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885586","1.4.7","43882","","","","0"
"2020-11","Canada","2016A000011124","Production","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885592","1.4.8","162004","","","","0"
"2020-11","Canada","2016A000011124","Production","Distillers grains, total","Metric tonnes","214","units","0","v1277885598","1.4.9","130380","","","","0"
"2020-11","Canada","2016A000011124","Production","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885556","1.4.10","31624","","","","0"
"2020-11","Canada","2016A000011124","Shipments","Renewable fuels, total","Cubic metres","72","units","0","v1277885577","1.5.5","190125","","","","0"
"2020-11","Canada","2016A000011124","Shipments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885582","1.5.6","149425","","","","0"
"2020-11","Canada","2016A000011124","Shipments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885587","1.5.7","40700","","","","0"
"2020-11","Canada","2016A000011124","Shipments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885593","1.5.8","160322","","","","0"
"2020-11","Canada","2016A000011124","Shipments","Distillers grains, total","Metric tonnes","214","units","0","v1277885599","1.5.9","126996","","","","0"
"2020-11","Canada","2016A000011124","Shipments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885557","1.5.10","33326","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885552","1.6.1","98","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Cereal grains, total","Metric tonnes","214","units","0","v1277885563","1.6.2","-503","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Vegetable oils, total","Metric tonnes","214","units","0","v1277885568","1.6.3","0","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885573","1.6.4","601","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Renewable fuels, total","Cubic metres","72","units","0","v1277885578","1.6.5","413","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885583","1.6.6","322","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885588","1.6.7","91","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885594","1.6.8","118","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Distillers grains, total","Metric tonnes","214","units","0","v1277885600","1.6.9","461","","","","0"
"2020-11","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885558","1.6.10","-343","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885553","1.7.1","91822","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885564","1.7.2","86831","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885569","1.7.3","650","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885574","1.7.4","4341","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885579","1.7.5","34921","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885584","1.7.6","23238","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885589","1.7.7","11683","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885595","1.7.8","17882","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885601","1.7.9","9822","","","","0"
"2020-11","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885559","1.7.10","8060","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885549","1.1.1","91822","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885560","1.1.2","86831","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885565","1.1.3","650","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885570","1.1.4","4341","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885575","1.1.5","34921","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885580","1.1.6","23238","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885585","1.1.7","11683","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885590","1.1.8","17882","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885596","1.1.9","9822","","","","0"
"2020-12","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885554","1.1.10","8060","","","","0"
"2020-12","Canada","2016A000011124","Receipts","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885550","1.2.1","438649","","","","0"
"2020-12","Canada","2016A000011124","Receipts","Cereal grains, total","Metric tonnes","214","units","0","v1277885561","1.2.2","401994","","","","0"
"2020-12","Canada","2016A000011124","Receipts","Vegetable oils, total","Metric tonnes","214","units","0","v1277885566","1.2.3","27381","","","","0"
"2020-12","Canada","2016A000011124","Receipts","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885571","1.2.4","9274","","","","0"
"2020-12","Canada","2016A000011124","Receipts","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885591","1.2.8","","..","","","0"
"2020-12","Canada","2016A000011124","Receipts","Distillers grains, total","Metric tonnes","214","units","0","v1277885597","1.2.9","","..","","","0"
"2020-12","Canada","2016A000011124","Receipts","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885555","1.2.10","","..","","","0"
"2020-12","Canada","2016A000011124","Inputs","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885551","1.3.1","407528","","","","0"
"2020-12","Canada","2016A000011124","Inputs","Cereal grains, total","Metric tonnes","214","units","0","v1277885562","1.3.2","370248","","","","0"
"2020-12","Canada","2016A000011124","Inputs","Vegetable oils, total","Metric tonnes","214","units","0","v1277885567","1.3.3","26962","","","","0"
"2020-12","Canada","2016A000011124","Inputs","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885572","1.3.4","10318","","","","0"
"2020-12","Canada","2016A000011124","Production","Renewable fuels, total","Cubic metres","72","units","0","v1277885576","1.4.5","175813","","","","0"
"2020-12","Canada","2016A000011124","Production","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885581","1.4.6","139070","","","","0"
"2020-12","Canada","2016A000011124","Production","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885586","1.4.7","36743","","","","0"
"2020-12","Canada","2016A000011124","Production","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885592","1.4.8","136748","","","","0"
"2020-12","Canada","2016A000011124","Production","Distillers grains, total","Metric tonnes","214","units","0","v1277885598","1.4.9","107262","","","","0"
"2020-12","Canada","2016A000011124","Production","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885556","1.4.10","29486","","","","0"
"2020-12","Canada","2016A000011124","Shipments","Renewable fuels, total","Cubic metres","72","units","0","v1277885577","1.5.5","182787","","","","0"
"2020-12","Canada","2016A000011124","Shipments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885582","1.5.6","142964","","","","0"
"2020-12","Canada","2016A000011124","Shipments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885587","1.5.7","39823","","","","0"
"2020-12","Canada","2016A000011124","Shipments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885593","1.5.8","139386","","","","0"
"2020-12","Canada","2016A000011124","Shipments","Distillers grains, total","Metric tonnes","214","units","0","v1277885599","1.5.9","108819","","","","0"
"2020-12","Canada","2016A000011124","Shipments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885557","1.5.10","30567","","","","0"
"2020-12","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885552","1.6.1","-277","","","","0"
