"REF_DATE","GEO","DGUID","Supply and disposition","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-02","Canada","2016A000011124","Ending stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885553","1.7.1","119910","","","","0"
"2023-02","Canada","2016A000011124","Ending stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885564","1.7.2","89396","","","","0"
"2023-02","Canada","2016A000011124","Ending stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885569","1.7.3","29004","","","","0"
"2023-02","Canada","2016A000011124","Ending stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885574","1.7.4","1510","","","","0"
"2023-02","Canada","2016A000011124","Ending stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885579","1.7.5","27184","","","","0"
"2023-02","Canada","2016A000011124","Ending stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885584","1.7.6","22938","","","","0"
"2023-02","Canada","2016A000011124","Ending stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885589","1.7.7","4246","","","","0"
"2023-02","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885595","1.7.8","24959","","","","0"
"2023-02","Canada","2016A000011124","Ending stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885601","1.7.9","10027","","","","0"
"2023-02","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885559","1.7.10","14932","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885549","1.1.1","119910","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885560","1.1.2","89396","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885565","1.1.3","29004","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885570","1.1.4","1510","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885575","1.1.5","27062","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885580","1.1.6","22938","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885585","1.1.7","4124","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885590","1.1.8","24959","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885596","1.1.9","10027","","","","0"
"2023-03","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885554","1.1.10","14932","","","","0"
"2023-03","Canada","2016A000011124","Receipts","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885550","1.2.1","455626","","","","0"
"2023-03","Canada","2016A000011124","Receipts","Cereal grains, total","Metric tonnes","214","units","0","v1277885561","1.2.2","414423","","","","0"
"2023-03","Canada","2016A000011124","Receipts","Vegetable oils, total","Metric tonnes","214","units","0","v1277885566","1.2.3","36969","","","","0"
"2023-03","Canada","2016A000011124","Receipts","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885571","1.2.4","4234","","","","0"
"2023-03","Canada","2016A000011124","Receipts","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885591","1.2.8","","..","","","0"
"2023-03","Canada","2016A000011124","Receipts","Distillers grains, total","Metric tonnes","214","units","0","v1277885597","1.2.9","","..","","","0"
"2023-03","Canada","2016A000011124","Receipts","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885555","1.2.10","","..","","","0"
"2023-03","Canada","2016A000011124","Inputs","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885551","1.3.1","454800","","","","0"
"2023-03","Canada","2016A000011124","Inputs","Cereal grains, total","Metric tonnes","214","units","0","v1277885562","1.3.2","413801","","","","0"
"2023-03","Canada","2016A000011124","Inputs","Vegetable oils, total","Metric tonnes","214","units","0","v1277885567","1.3.3","36640","","","","0"
"2023-03","Canada","2016A000011124","Inputs","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885572","1.3.4","4359","","","","0"
"2023-03","Canada","2016A000011124","Production","Renewable fuels, total","Cubic metres","72","units","0","v1277885576","1.4.5","196770","","","","0"
"2023-03","Canada","2016A000011124","Production","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885581","1.4.6","155281","","","","0"
"2023-03","Canada","2016A000011124","Production","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885586","1.4.7","41489","","","","0"
"2023-03","Canada","2016A000011124","Production","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885592","1.4.8","166634","","","","0"
"2023-03","Canada","2016A000011124","Production","Distillers grains, total","Metric tonnes","214","units","0","v1277885598","1.4.9","131271","","","","0"
"2023-03","Canada","2016A000011124","Production","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885556","1.4.10","35363","","","","0"
"2023-03","Canada","2016A000011124","Shipments","Renewable fuels, total","Cubic metres","72","units","0","v1277885577","1.5.5","195220","","","","0"
"2023-03","Canada","2016A000011124","Shipments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885582","1.5.6","154819","","","","0"
"2023-03","Canada","2016A000011124","Shipments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885587","1.5.7","40401","","","","0"
"2023-03","Canada","2016A000011124","Shipments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885593","1.5.8","162510","","","","0"
"2023-03","Canada","2016A000011124","Shipments","Distillers grains, total","Metric tonnes","214","units","0","v1277885599","1.5.9","132358","","","","0"
"2023-03","Canada","2016A000011124","Shipments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885557","1.5.10","30152","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885552","1.6.1","218","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Cereal grains, total","Metric tonnes","214","units","0","v1277885563","1.6.2","141","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Vegetable oils, total","Metric tonnes","214","units","0","v1277885568","1.6.3","72","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885573","1.6.4","5","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Renewable fuels, total","Cubic metres","72","units","0","v1277885578","1.6.5","390","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885583","1.6.6","315","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885588","1.6.7","75","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885594","1.6.8","480","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Distillers grains, total","Metric tonnes","214","units","0","v1277885600","1.6.9","774","","","","0"
"2023-03","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885558","1.6.10","-294","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885553","1.7.1","120812","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885564","1.7.2","89877","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885569","1.7.3","29261","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885574","1.7.4","1674","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885579","1.7.5","29128","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885584","1.7.6","23124","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885589","1.7.7","6004","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885595","1.7.8","29338","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885601","1.7.9","8166","","","","0"
"2023-03","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885559","1.7.10","21172","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885549","1.1.1","120861","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885560","1.1.2","89877","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885565","1.1.3","29261","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885570","1.1.4","1723","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885575","1.1.5","29128","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885580","1.1.6","23124","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885585","1.1.7","6004","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885590","1.1.8","29465","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885596","1.1.9","8245","","","","0"
"2023-04","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885554","1.1.10","21220","","","","0"
"2023-04","Canada","2016A000011124","Receipts","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885550","1.2.1","353761","","","","0"
"2023-04","Canada","2016A000011124","Receipts","Cereal grains, total","Metric tonnes","214","units","0","v1277885561","1.2.2","322039","","","","0"
"2023-04","Canada","2016A000011124","Receipts","Vegetable oils, total","Metric tonnes","214","units","0","v1277885566","1.2.3","28271","","","","0"
"2023-04","Canada","2016A000011124","Receipts","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885571","1.2.4","3451","","","","0"
"2023-04","Canada","2016A000011124","Receipts","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885591","1.2.8","","..","","","0"
"2023-04","Canada","2016A000011124","Receipts","Distillers grains, total","Metric tonnes","214","units","0","v1277885597","1.2.9","","..","","","0"
"2023-04","Canada","2016A000011124","Receipts","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885555","1.2.10","","..","","","0"
"2023-04","Canada","2016A000011124","Inputs","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885551","1.3.1","378800","","","","0"
"2023-04","Canada","2016A000011124","Inputs","Cereal grains, total","Metric tonnes","214","units","0","v1277885562","1.3.2","345764","","","","0"
"2023-04","Canada","2016A000011124","Inputs","Vegetable oils, total","Metric tonnes","214","units","0","v1277885567","1.3.3","28823","","","","0"
"2023-04","Canada","2016A000011124","Inputs","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885572","1.3.4","4213","","","","0"
"2023-04","Canada","2016A000011124","Production","Renewable fuels, total","Cubic metres","72","units","0","v1277885576","1.4.5","167760","","","","0"
"2023-04","Canada","2016A000011124","Production","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885581","1.4.6","134197","","","","0"
"2023-04","Canada","2016A000011124","Production","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885586","1.4.7","33563","","","","0"
"2023-04","Canada","2016A000011124","Production","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885592","1.4.8","136287","","","","0"
"2023-04","Canada","2016A000011124","Production","Distillers grains, total","Metric tonnes","214","units","0","v1277885598","1.4.9","113057","","","","0"
"2023-04","Canada","2016A000011124","Production","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885556","1.4.10","23230","","","","0"
"2023-04","Canada","2016A000011124","Shipments","Renewable fuels, total","Cubic metres","72","units","0","v1277885577","1.5.5","166550","","","","0"
"2023-04","Canada","2016A000011124","Shipments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885582","1.5.6","130567","","","","0"
"2023-04","Canada","2016A000011124","Shipments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885587","1.5.7","35983","","","","0"
"2023-04","Canada","2016A000011124","Shipments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885593","1.5.8","138882","","","","0"
"2023-04","Canada","2016A000011124","Shipments","Distillers grains, total","Metric tonnes","214","units","0","v1277885599","1.5.9","107645","","","","0"
"2023-04","Canada","2016A000011124","Shipments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885557","1.5.10","31237","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885552","1.6.1","-343","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Cereal grains, total","Metric tonnes","214","units","0","v1277885563","1.6.2","-335","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Vegetable oils, total","Metric tonnes","214","units","0","v1277885568","1.6.3","-17","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885573","1.6.4","9","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Renewable fuels, total","Cubic metres","72","units","0","v1277885578","1.6.5","93","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885583","1.6.6","-17","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885588","1.6.7","110","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885594","1.6.8","109","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Distillers grains, total","Metric tonnes","214","units","0","v1277885600","1.6.9","717","","","","0"
"2023-04","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885558","1.6.10","-608","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885553","1.7.1","96392","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885564","1.7.2","66487","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885569","1.7.3","28726","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885574","1.7.4","1179","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885579","1.7.5","31955","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885584","1.7.6","26904","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885589","1.7.7","5051","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885595","1.7.8","28151","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885601","1.7.9","12940","","","","0"
"2023-04","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885559","1.7.10","15211","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885549","1.1.1","96392","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885560","1.1.2","66487","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885565","1.1.3","28726","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885570","1.1.4","1179","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885575","1.1.5","31955","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885580","1.1.6","26904","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885585","1.1.7","5051","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885590","1.1.8","28379","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885596","1.1.9","13168","","","","0"
"2023-05","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885554","1.1.10","15211","","","","0"
"2023-05","Canada","2016A000011124","Receipts","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885550","1.2.1","395148","","","","0"
"2023-05","Canada","2016A000011124","Receipts","Cereal grains, total","Metric tonnes","214","units","0","v1277885561","1.2.2","353598","","","","0"
"2023-05","Canada","2016A000011124","Receipts","Vegetable oils, total","Metric tonnes","214","units","0","v1277885566","1.2.3","36077","","","","0"
"2023-05","Canada","2016A000011124","Receipts","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885571","1.2.4","5473","","","","0"
"2023-05","Canada","2016A000011124","Receipts","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885591","1.2.8","","..","","","0"
"2023-05","Canada","2016A000011124","Receipts","Distillers grains, total","Metric tonnes","214","units","0","v1277885597","1.2.9","","..","","","0"
"2023-05","Canada","2016A000011124","Receipts","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885555","1.2.10","","..","","","0"
"2023-05","Canada","2016A000011124","Inputs","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885551","1.3.1","396196","","","","0"
"2023-05","Canada","2016A000011124","Inputs","Cereal grains, total","Metric tonnes","214","units","0","v1277885562","1.3.2","354586","","","","0"
"2023-05","Canada","2016A000011124","Inputs","Vegetable oils, total","Metric tonnes","214","units","0","v1277885567","1.3.3","36199","","","","0"
"2023-05","Canada","2016A000011124","Inputs","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885572","1.3.4","5411","","","","0"
"2023-05","Canada","2016A000011124","Production","Renewable fuels, total","Cubic metres","72","units","0","v1277885576","1.4.5","172030","","","","0"
"2023-05","Canada","2016A000011124","Production","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885581","1.4.6","131166","","","","0"
"2023-05","Canada","2016A000011124","Production","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885586","1.4.7","40864","","","","0"
"2023-05","Canada","2016A000011124","Production","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885592","1.4.8","146405","","","","0"
"2023-05","Canada","2016A000011124","Production","Distillers grains, total","Metric tonnes","214","units","0","v1277885598","1.4.9","111944","","","","0"
"2023-05","Canada","2016A000011124","Production","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885556","1.4.10","34461","","","","0"
"2023-05","Canada","2016A000011124","Shipments","Renewable fuels, total","Cubic metres","72","units","0","v1277885577","1.5.5","176990","","","","0"
"2023-05","Canada","2016A000011124","Shipments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885582","1.5.6","134366","","","","0"
"2023-05","Canada","2016A000011124","Shipments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885587","1.5.7","42624","","","","0"
"2023-05","Canada","2016A000011124","Shipments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885593","1.5.8","154209","","","","0"
"2023-05","Canada","2016A000011124","Shipments","Distillers grains, total","Metric tonnes","214","units","0","v1277885599","1.5.9","114726","","","","0"
"2023-05","Canada","2016A000011124","Shipments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885557","1.5.10","39483","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885552","1.6.1","691","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Cereal grains, total","Metric tonnes","214","units","0","v1277885563","1.6.2","792","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Vegetable oils, total","Metric tonnes","214","units","0","v1277885568","1.6.3","-336","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885573","1.6.4","235","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Renewable fuels, total","Cubic metres","72","units","0","v1277885578","1.6.5","279","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885583","1.6.6","189","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885588","1.6.7","90","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885594","1.6.8","427","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Distillers grains, total","Metric tonnes","214","units","0","v1277885600","1.6.9","736","","","","0"
"2023-05","Canada","2016A000011124","Losses and adjustments","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885558","1.6.10","-309","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885553","1.7.1","94899","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885564","1.7.2","64707","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885569","1.7.3","28940","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885574","1.7.4","1252","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885579","1.7.5","29033","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885584","1.7.6","23579","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885589","1.7.7","5454","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885595","1.7.8","21402","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885601","1.7.9","9650","","","","0"
"2023-05","Canada","2016A000011124","Ending stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885559","1.7.10","11752","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885549","1.1.1","94899","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Cereal grains, total","Metric tonnes","214","units","0","v1277885560","1.1.2","64707","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Vegetable oils, total","Metric tonnes","214","units","0","v1277885565","1.1.3","28940","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885570","1.1.4","1252","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Renewable fuels, total","Cubic metres","72","units","0","v1277885575","1.1.5","29033","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885580","1.1.6","23579","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885585","1.1.7","5454","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885590","1.1.8","20731","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Distillers grains, total","Metric tonnes","214","units","0","v1277885596","1.1.9","8982","","","","0"
"2023-06","Canada","2016A000011124","Beginning stocks","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885554","1.1.10","11749","","","","0"
"2023-06","Canada","2016A000011124","Receipts","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885550","1.2.1","434494","","","","0"
"2023-06","Canada","2016A000011124","Receipts","Cereal grains, total","Metric tonnes","214","units","0","v1277885561","1.2.2","387942","","","","0"
"2023-06","Canada","2016A000011124","Receipts","Vegetable oils, total","Metric tonnes","214","units","0","v1277885566","1.2.3","40297","","","","0"
"2023-06","Canada","2016A000011124","Receipts","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885571","1.2.4","6255","","","","0"
"2023-06","Canada","2016A000011124","Receipts","Renewable fuel plant co-products, total","Metric tonnes","214","units","0","v1277885591","1.2.8","","..","","","0"
"2023-06","Canada","2016A000011124","Receipts","Distillers grains, total","Metric tonnes","214","units","0","v1277885597","1.2.9","","..","","","0"
"2023-06","Canada","2016A000011124","Receipts","Renewable fuel plant co-products except distillers grains","Metric tonnes","214","units","0","v1277885555","1.2.10","","..","","","0"
"2023-06","Canada","2016A000011124","Inputs","Renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885551","1.3.1","418626","","","","0"
"2023-06","Canada","2016A000011124","Inputs","Cereal grains, total","Metric tonnes","214","units","0","v1277885562","1.3.2","371713","","","","0"
"2023-06","Canada","2016A000011124","Inputs","Vegetable oils, total","Metric tonnes","214","units","0","v1277885567","1.3.3","40330","","","","0"
"2023-06","Canada","2016A000011124","Inputs","Other renewable fuel plant feedstocks, total","Metric tonnes","214","units","0","v1277885572","1.3.4","6583","","","","0"
"2023-06","Canada","2016A000011124","Production","Renewable fuels, total","Cubic metres","72","units","0","v1277885576","1.4.5","184458","","","","0"
"2023-06","Canada","2016A000011124","Production","Fuel ethanol (denatured)","Cubic metres","72","units","0","v1277885581","1.4.6","138214","","","","0"
"2023-06","Canada","2016A000011124","Production","Renewable fuels except fuel ethanol","Cubic metres","72","units","0","v1277885586","1.4.7","46244","","","","0"
